"","UNITID","EFFYLEV","LSTUDY","XEYTOTLT","EFYTOTLT","XEYTOTLM","EFYTOTLM","XEYTOTLW","EFYTOTLW","XEFYAIAT","EFYAIANT","XEFYAIAM","EFYAIANM","XEFYAIAW","EFYAIANW","XEFYASIT","EFYASIAT","XEFYASIM","EFYASIAM","XEFYASIW","EFYASIAW","XEFYBKAT","EFYBKAAT","XEFYBKAM","EFYBKAAM","XEFYBKAW","EFYBKAAW","XEFYHIST","EFYHISPT","XEFYHISM","EFYHISPM","XEFYHISW","EFYHISPW","XEFYNHPT","EFYNHPIT","XEFYNHPM","EFYNHPIM","XEFYNHPW","EFYNHPIW","XEFYWHIT","EFYWHITT","XEFYWHIM","EFYWHITM","XEFYWHIW","EFYWHITW","XEFY2MOT","EFY2MORT","XEFY2MOM","EFY2MORM","XEFY2MOW","EFY2MORW","XEYUNKNT","EFYUNKNT","XEYUNKNM","EFYUNKNM","XEYUNKNW","EFYUNKNW","XEYNRALT","EFYNRALT","XEYNRALM","EFYNRALM","XEYNRALW","EFYNRALW"
"13990",447227,2,1,"R",1088,"R",207,"R",881,"R",4,"R",2,"R",2,"R",7,"R",0,"R",7,"R",831,"R",169,"R",662,"R",19,"R",2,"R",17,"R",1,"R",1,"R",0,"R",192,"R",27,"R",165,"R",30,"R",5,"R",25,"R",4,"R",1,"R",3,"R",0,"R",0,"R",0
"13991",447236,1,999,"R",477,"R",72,"R",405,"R",37,"R",1,"R",36,"R",5,"R",1,"R",4,"R",29,"R",7,"R",22,"R",123,"R",20,"R",103,"R",5,"R",0,"R",5,"R",193,"R",30,"R",163,"R",10,"R",4,"R",6,"R",75,"R",9,"R",66,"R",0,"R",0,"R",0
"13992",447236,2,1,"R",477,"R",72,"R",405,"R",37,"R",1,"R",36,"R",5,"R",1,"R",4,"R",29,"R",7,"R",22,"R",123,"R",20,"R",103,"R",5,"R",0,"R",5,"R",193,"R",30,"R",163,"R",10,"R",4,"R",6,"R",75,"R",9,"R",66,"R",0,"R",0,"R",0
"13993",447245,1,999,"R",946,"R",123,"R",823,"R",4,"R",0,"R",4,"R",5,"R",0,"R",5,"R",464,"R",64,"R",400,"R",93,"R",10,"R",83,"R",0,"R",0,"R",0,"R",26,"R",1,"R",25,"R",15,"R",2,"R",13,"R",336,"R",43,"R",293,"R",3,"R",3,"R",0
"13994",447245,2,1,"R",946,"R",123,"R",823,"R",4,"R",0,"R",4,"R",5,"R",0,"R",5,"R",464,"R",64,"R",400,"R",93,"R",10,"R",83,"R",0,"R",0,"R",0,"R",26,"R",1,"R",25,"R",15,"R",2,"R",13,"R",336,"R",43,"R",293,"R",3,"R",3,"R",0
"13995",447254,1,999,"R",37,"R",1,"R",36,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11,"R",0,"R",11,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",24,"R",1,"R",23,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"13996",447254,2,1,"R",37,"R",1,"R",36,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11,"R",0,"R",11,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",24,"R",1,"R",23,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"13997",447263,1,999,"R",1395,"R",200,"R",1195,"R",12,"R",2,"R",10,"R",15,"R",3,"R",12,"R",576,"R",76,"R",500,"R",63,"R",6,"R",57,"R",6,"Z",0,"R",6,"R",693,"R",110,"R",583,"R",10,"R",2,"R",8,"R",20,"R",1,"R",19,"Z",0,"Z",0,"Z",0
"13998",447263,2,1,"R",1395,"R",200,"R",1195,"R",12,"R",2,"R",10,"R",15,"R",3,"R",12,"R",576,"R",76,"R",500,"R",63,"R",6,"R",57,"R",6,"Z",0,"R",6,"R",693,"R",110,"R",583,"R",10,"R",2,"R",8,"R",20,"R",1,"R",19,"Z",0,"Z",0,"Z",0
"13999",447272,1,999,"R",915,"R",315,"R",600,"R",4,"R",1,"R",3,"R",33,"R",8,"R",25,"R",357,"R",134,"R",223,"R",251,"R",87,"R",164,"R",4,"Z",0,"R",4,"R",160,"R",55,"R",105,"R",17,"R",5,"R",12,"R",89,"R",25,"R",64,"Z",0,"Z",0,"Z",0
"14000",447272,2,1,"R",379,"R",142,"R",237,"R",2,"R",1,"R",1,"R",9,"R",3,"R",6,"R",141,"R",60,"R",81,"R",124,"R",43,"R",81,"R",1,"Z",0,"R",1,"R",54,"R",21,"R",33,"R",10,"R",3,"R",7,"R",38,"R",11,"R",27,"Z",0,"Z",0,"Z",0
"14001",447272,4,3,"R",536,"R",173,"R",363,"R",2,"Z",0,"R",2,"R",24,"R",5,"R",19,"R",216,"R",74,"R",142,"R",127,"R",44,"R",83,"R",3,"Z",0,"R",3,"R",106,"R",34,"R",72,"R",7,"R",2,"R",5,"R",51,"R",14,"R",37,"Z",0,"Z",0,"Z",0
"14002",447290,1,999,"R",1679,"R",496,"R",1183,"R",2,"Z",0,"R",2,"R",4,"Z",0,"R",4,"R",1267,"R",354,"R",913,"R",368,"R",125,"R",243,"R",2,"Z",0,"R",2,"R",26,"R",15,"R",11,"R",6,"R",1,"R",5,"R",4,"R",1,"R",3,"Z",0,"Z",0,"Z",0
"14003",447290,2,1,"R",1679,"R",496,"R",1183,"R",2,"Z",0,"R",2,"R",4,"Z",0,"R",4,"R",1267,"R",354,"R",913,"R",368,"R",125,"R",243,"R",2,"Z",0,"R",2,"R",26,"R",15,"R",11,"R",6,"R",1,"R",5,"R",4,"R",1,"R",3,"Z",0,"Z",0,"Z",0
"14004",447315,1,999,"R",115,"R",1,"R",114,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",22,"R",0,"R",22,"R",6,"R",0,"R",6,"R",0,"R",0,"R",0,"R",25,"R",0,"R",25,"R",0,"R",0,"R",0,"R",61,"R",1,"R",60,"R",0,"R",0,"R",0
"14005",447315,2,1,"R",115,"R",1,"R",114,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",22,"R",0,"R",22,"R",6,"R",0,"R",6,"R",0,"R",0,"R",0,"R",25,"R",0,"R",25,"R",0,"R",0,"R",0,"R",61,"R",1,"R",60,"R",0,"R",0,"R",0
"14006",447324,1,999,"R",217,"R",11,"R",206,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1,"R",30,"R",3,"R",27,"R",23,"R",1,"R",22,"R",0,"R",0,"R",0,"R",42,"R",1,"R",41,"R",0,"R",0,"R",0,"R",120,"R",6,"R",114,"R",0,"R",0,"R",0
"14007",447324,2,1,"R",217,"R",11,"R",206,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1,"R",30,"R",3,"R",27,"R",23,"R",1,"R",22,"R",0,"R",0,"R",0,"R",42,"R",1,"R",41,"R",0,"R",0,"R",0,"R",120,"R",6,"R",114,"R",0,"R",0,"R",0
"14008",447333,1,999,"R",148,"R",19,"R",129,"R",0,"R",0,"R",0,"R",3,"R",0,"R",3,"R",15,"R",7,"R",8,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",59,"R",3,"R",56,"R",0,"R",0,"R",0,"R",70,"R",9,"R",61,"R",0,"R",0,"R",0
"14009",447333,2,1,"R",148,"R",19,"R",129,"R",0,"R",0,"R",0,"R",3,"R",0,"R",3,"R",15,"R",7,"R",8,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",59,"R",3,"R",56,"R",0,"R",0,"R",0,"R",70,"R",9,"R",61,"R",0,"R",0,"R",0
"14010",447342,1,999,"R",143,"R",14,"R",129,"R",2,"R",0,"R",2,"R",4,"R",0,"R",4,"R",17,"R",2,"R",15,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",78,"R",6,"R",72,"R",0,"R",0,"R",0,"R",40,"R",5,"R",35,"R",0,"R",0,"R",0
"14011",447342,2,1,"R",143,"R",14,"R",129,"R",2,"R",0,"R",2,"R",4,"R",0,"R",4,"R",17,"R",2,"R",15,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",78,"R",6,"R",72,"R",0,"R",0,"R",0,"R",40,"R",5,"R",35,"R",0,"R",0,"R",0
"14012",447351,1,999,"R",757,"R",233,"R",524,"R",12,"R",4,"R",8,"R",36,"R",23,"R",13,"R",37,"R",14,"R",23,"R",421,"R",126,"R",295,"R",11,"R",3,"R",8,"R",178,"R",45,"R",133,"R",43,"R",8,"R",35,"R",19,"R",10,"R",9,"Z",0,"Z",0,"Z",0
"14013",447351,2,1,"R",757,"R",233,"R",524,"R",12,"R",4,"R",8,"R",36,"R",23,"R",13,"R",37,"R",14,"R",23,"R",421,"R",126,"R",295,"R",11,"R",3,"R",8,"R",178,"R",45,"R",133,"R",43,"R",8,"R",35,"R",19,"R",10,"R",9,"Z",0,"Z",0,"Z",0
"14014",447360,1,999,"R",636,"R",241,"R",395,"Z",0,"Z",0,"Z",0,"R",3,"R",2,"R",1,"R",57,"R",16,"R",41,"R",13,"R",7,"R",6,"Z",0,"Z",0,"Z",0,"R",111,"R",47,"R",64,"Z",0,"Z",0,"Z",0,"R",450,"R",169,"R",281,"R",2,"Z",0,"R",2
"14015",447360,2,1,"R",636,"R",241,"R",395,"Z",0,"Z",0,"Z",0,"R",3,"R",2,"R",1,"R",57,"R",16,"R",41,"R",13,"R",7,"R",6,"Z",0,"Z",0,"Z",0,"R",111,"R",47,"R",64,"Z",0,"Z",0,"Z",0,"R",450,"R",169,"R",281,"R",2,"Z",0,"R",2
"14016",447379,1,999,"R",334,"R",46,"R",288,"R",23,"R",3,"R",20,"Z",0,"Z",0,"Z",0,"R",64,"R",7,"R",57,"R",24,"R",4,"R",20,"R",3,"Z",0,"R",3,"R",215,"R",31,"R",184,"R",5,"R",1,"R",4,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"R",0
"14017",447379,2,1,"R",334,"R",46,"R",288,"R",23,"R",3,"R",20,"Z",0,"Z",0,"Z",0,"R",64,"R",7,"R",57,"R",24,"R",4,"R",20,"R",3,"Z",0,"R",3,"R",215,"R",31,"R",184,"R",5,"R",1,"R",4,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"R",0
"14018",447388,1,999,"R",560,"R",78,"R",482,"R",0,"R",0,"R",0,"R",10,"R",1,"R",9,"R",395,"R",65,"R",330,"R",78,"R",9,"R",69,"R",3,"R",3,"R",0,"R",72,"R",0,"R",72,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"14019",447388,2,1,"R",560,"R",78,"R",482,"R",0,"R",0,"R",0,"R",10,"R",1,"R",9,"R",395,"R",65,"R",330,"R",78,"R",9,"R",69,"R",3,"R",3,"R",0,"R",72,"R",0,"R",72,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"14020",447403,1,999,"R",1639,"R",1601,"R",38,"R",7,"R",7,"R",0,"R",44,"R",43,"R",1,"R",146,"R",145,"R",1,"R",257,"R",249,"R",8,"R",3,"R",3,"R",0,"R",1056,"R",1031,"R",25,"R",71,"R",68,"R",3,"R",55,"R",55,"R",0,"R",0,"R",0,"R",0
"14021",447403,2,1,"R",1639,"R",1601,"R",38,"R",7,"R",7,"R",0,"R",44,"R",43,"R",1,"R",146,"R",145,"R",1,"R",257,"R",249,"R",8,"R",3,"R",3,"R",0,"R",1056,"R",1031,"R",25,"R",71,"R",68,"R",3,"R",55,"R",55,"R",0,"R",0,"R",0,"R",0
"14022",447421,1,999,"R",754,"R",248,"R",506,"R",14,"R",2,"R",12,"R",12,"R",4,"R",8,"R",16,"R",4,"R",12,"R",112,"R",35,"R",77,"R",4,"R",3,"R",1,"R",562,"R",191,"R",371,"R",20,"R",4,"R",16,"R",14,"R",5,"R",9,"Z",0,"Z",0,"Z",0
"14023",447421,2,1,"R",754,"R",248,"R",506,"R",14,"R",2,"R",12,"R",12,"R",4,"R",8,"R",16,"R",4,"R",12,"R",112,"R",35,"R",77,"R",4,"R",3,"R",1,"R",562,"R",191,"R",371,"R",20,"R",4,"R",16,"R",14,"R",5,"R",9,"Z",0,"Z",0,"Z",0
"14024",447430,1,999,"R",201,"R",46,"R",155,"R",2,"R",0,"R",2,"R",17,"R",2,"R",15,"R",35,"R",5,"R",30,"R",72,"R",20,"R",52,"R",0,"R",0,"R",0,"R",74,"R",19,"R",55,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1
"14025",447430,2,1,"R",201,"R",46,"R",155,"R",2,"R",0,"R",2,"R",17,"R",2,"R",15,"R",35,"R",5,"R",30,"R",72,"R",20,"R",52,"R",0,"R",0,"R",0,"R",74,"R",19,"R",55,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1
"14026",447449,1,999,"R",59,"R",6,"R",53,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",6,"R",25,"R",3,"R",22,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",27,"R",2,"R",25,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"14027",447449,2,1,"R",59,"R",6,"R",53,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",6,"R",25,"R",3,"R",22,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",27,"R",2,"R",25,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"14028",447458,1,999,"R",921,"R",774,"R",147,"R",2,"R",1,"R",1,"R",49,"R",37,"R",12,"R",45,"R",39,"R",6,"R",51,"R",44,"R",7,"R",4,"R",2,"R",2,"R",158,"R",140,"R",18,"R",53,"R",40,"R",13,"R",556,"R",469,"R",87,"R",3,"R",2,"R",1
"14029",447458,2,1,"R",921,"R",774,"R",147,"R",2,"R",1,"R",1,"R",49,"R",37,"R",12,"R",45,"R",39,"R",6,"R",51,"R",44,"R",7,"R",4,"R",2,"R",2,"R",158,"R",140,"R",18,"R",53,"R",40,"R",13,"R",556,"R",469,"R",87,"R",3,"R",2,"R",1
"14030",447467,1,999,"R",376,"R",38,"R",338,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",224,"R",21,"R",203,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",148,"R",17,"R",131,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"14031",447467,2,1,"R",376,"R",38,"R",338,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",224,"R",21,"R",203,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",148,"R",17,"R",131,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"14032",447476,1,999,"R",465,"R",164,"R",301,"R",7,"R",4,"R",3,"R",0,"R",0,"R",0,"R",98,"R",36,"R",62,"R",7,"R",1,"R",6,"R",0,"R",0,"R",0,"R",338,"R",116,"R",222,"R",12,"R",5,"R",7,"R",3,"R",2,"R",1,"R",0,"R",0,"R",0
"14033",447476,2,1,"R",465,"R",164,"R",301,"R",7,"R",4,"R",3,"R",0,"R",0,"R",0,"R",98,"R",36,"R",62,"R",7,"R",1,"R",6,"R",0,"R",0,"R",0,"R",338,"R",116,"R",222,"R",12,"R",5,"R",7,"R",3,"R",2,"R",1,"R",0,"R",0,"R",0
"14034",447485,1,999,"R",287,"R",151,"R",136,"R",12,"R",4,"R",8,"R",8,"R",5,"R",3,"R",76,"R",32,"R",44,"R",17,"R",9,"R",8,"R",0,"R",0,"R",0,"R",156,"R",91,"R",65,"R",7,"R",5,"R",2,"R",11,"R",5,"R",6,"R",0,"R",0,"R",0
"14035",447485,2,1,"R",287,"R",151,"R",136,"R",12,"R",4,"R",8,"R",8,"R",5,"R",3,"R",76,"R",32,"R",44,"R",17,"R",9,"R",8,"R",0,"R",0,"R",0,"R",156,"R",91,"R",65,"R",7,"R",5,"R",2,"R",11,"R",5,"R",6,"R",0,"R",0,"R",0
"14036",447494,1,999,"R",549,"R",52,"R",497,"R",2,"Z",0,"R",2,"R",9,"Z",0,"R",9,"R",42,"R",11,"R",31,"R",55,"R",10,"R",45,"Z",0,"Z",0,"Z",0,"R",423,"R",30,"R",393,"R",10,"Z",0,"R",10,"R",8,"R",1,"R",7,"Z",0,"Z",0,"Z",0
"14037",447494,2,1,"R",549,"R",52,"R",497,"R",2,"Z",0,"R",2,"R",9,"Z",0,"R",9,"R",42,"R",11,"R",31,"R",55,"R",10,"R",45,"Z",0,"Z",0,"Z",0,"R",423,"R",30,"R",393,"R",10,"Z",0,"R",10,"R",8,"R",1,"R",7,"Z",0,"Z",0,"Z",0
"14038",447519,1,999,"R",767,"R",70,"R",697,"R",1,"Z",0,"R",1,"R",12,"R",4,"R",8,"R",18,"R",6,"R",12,"R",42,"R",4,"R",38,"R",1,"Z",0,"R",1,"R",680,"R",52,"R",628,"R",2,"R",1,"R",1,"R",11,"R",3,"R",8,"Z",0,"Z",0,"Z",0
"14039",447519,2,1,"R",767,"R",70,"R",697,"R",1,"Z",0,"R",1,"R",12,"R",4,"R",8,"R",18,"R",6,"R",12,"R",42,"R",4,"R",38,"R",1,"Z",0,"R",1,"R",680,"R",52,"R",628,"R",2,"R",1,"R",1,"R",11,"R",3,"R",8,"Z",0,"Z",0,"Z",0
"14040",447528,1,999,"R",268,"R",73,"R",195,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",268,"R",73,"R",195,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"14041",447528,2,1,"R",268,"R",73,"R",195,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",268,"R",73,"R",195,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"14042",447582,1,999,"R",4362,"R",1514,"R",2848,"R",20,"R",7,"R",13,"R",13,"R",4,"R",9,"R",356,"R",138,"R",218,"R",34,"R",9,"R",25,"Z",0,"Z",0,"Z",0,"R",3910,"R",1348,"R",2562,"R",29,"R",8,"R",21,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"14043",447582,2,1,"R",4362,"R",1514,"R",2848,"R",20,"R",7,"R",13,"R",13,"R",4,"R",9,"R",356,"R",138,"R",218,"R",34,"R",9,"R",25,"Z",0,"Z",0,"Z",0,"R",3910,"R",1348,"R",2562,"R",29,"R",8,"R",21,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"14044",447591,1,999,"R",298,"R",66,"R",232,"R",0,"R",0,"R",0,"R",7,"R",3,"R",4,"R",121,"R",25,"R",96,"R",123,"R",22,"R",101,"R",1,"R",0,"R",1,"R",31,"R",11,"R",20,"R",10,"R",0,"R",10,"R",5,"R",5,"R",0,"R",0,"R",0,"R",0
"14045",447591,2,1,"R",298,"R",66,"R",232,"R",0,"R",0,"R",0,"R",7,"R",3,"R",4,"R",121,"R",25,"R",96,"R",123,"R",22,"R",101,"R",1,"R",0,"R",1,"R",31,"R",11,"R",20,"R",10,"R",0,"R",10,"R",5,"R",5,"R",0,"R",0,"R",0,"R",0
"14046",447625,1,999,"R",552,"R",184,"R",368,"R",5,"R",1,"R",4,"R",4,"R",3,"R",1,"R",12,"R",5,"R",7,"R",62,"R",17,"R",45,"R",7,"R",1,"R",6,"R",259,"R",84,"R",175,"R",6,"R",3,"R",3,"R",197,"R",70,"R",127,"Z",0,"Z",0,"Z",0
"14047",447625,2,1,"R",552,"R",184,"R",368,"R",5,"R",1,"R",4,"R",4,"R",3,"R",1,"R",12,"R",5,"R",7,"R",62,"R",17,"R",45,"R",7,"R",1,"R",6,"R",259,"R",84,"R",175,"R",6,"R",3,"R",3,"R",197,"R",70,"R",127,"Z",0,"Z",0,"Z",0
"14048",447634,1,999,"R",686,"R",192,"R",494,"R",7,"R",2,"R",5,"R",8,"R",2,"R",6,"R",30,"R",5,"R",25,"R",416,"R",128,"R",288,"R",12,"R",5,"R",7,"R",158,"R",33,"R",125,"R",7,"Z",0,"R",7,"R",47,"R",17,"R",30,"R",1,"Z",0,"R",1
"14049",447634,2,1,"R",686,"R",192,"R",494,"R",7,"R",2,"R",5,"R",8,"R",2,"R",6,"R",30,"R",5,"R",25,"R",416,"R",128,"R",288,"R",12,"R",5,"R",7,"R",158,"R",33,"R",125,"R",7,"Z",0,"R",7,"R",47,"R",17,"R",30,"R",1,"Z",0,"R",1
"14050",447652,1,999,"R",867,"R",263,"R",604,"R",3,"Z",0,"R",3,"R",3,"R",1,"R",2,"R",405,"R",95,"R",310,"R",25,"R",11,"R",14,"R",1,"R",1,"Z",0,"R",145,"R",58,"R",87,"R",14,"R",5,"R",9,"R",266,"R",90,"R",176,"R",5,"R",2,"R",3
"14051",447652,2,1,"R",812,"R",247,"R",565,"R",3,"Z",0,"R",3,"R",3,"R",1,"R",2,"R",378,"R",88,"R",290,"R",24,"R",11,"R",13,"R",1,"R",1,"Z",0,"R",138,"R",55,"R",83,"R",14,"R",5,"R",9,"R",246,"R",84,"R",162,"R",5,"R",2,"R",3
"14052",447652,4,3,"R",55,"R",16,"R",39,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",27,"R",7,"R",20,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",7,"R",3,"R",4,"Z",0,"Z",0,"Z",0,"R",20,"R",6,"R",14,"Z",0,"Z",0,"Z",0
"14053",447661,1,999,"R",596,"R",219,"R",377,"R",12,"R",5,"R",7,"R",7,"R",6,"R",1,"R",18,"R",7,"R",11,"R",64,"R",18,"R",46,"R",4,"R",1,"R",3,"R",294,"R",101,"R",193,"R",14,"R",5,"R",9,"R",174,"R",72,"R",102,"R",9,"R",4,"R",5
"14054",447661,2,1,"R",467,"R",187,"R",280,"R",10,"R",4,"R",6,"R",5,"R",5,"Z",0,"R",15,"R",6,"R",9,"R",53,"R",15,"R",38,"R",4,"R",1,"R",3,"R",215,"R",85,"R",130,"R",13,"R",4,"R",9,"R",144,"R",63,"R",81,"R",8,"R",4,"R",4
"14055",447661,4,3,"R",129,"R",32,"R",97,"R",2,"R",1,"R",1,"R",2,"R",1,"R",1,"R",3,"R",1,"R",2,"R",11,"R",3,"R",8,"Z",0,"Z",0,"Z",0,"R",79,"R",16,"R",63,"R",1,"R",1,"Z",0,"R",30,"R",9,"R",21,"R",1,"Z",0,"R",1
"14056",447670,1,999,"R",654,"R",195,"R",459,"R",1,"R",0,"R",1,"R",21,"R",11,"R",10,"R",8,"R",4,"R",4,"R",18,"R",7,"R",11,"R",1,"R",1,"R",0,"R",438,"R",123,"R",315,"R",3,"R",0,"R",3,"R",164,"R",49,"R",115,"R",0,"R",0,"R",0
"14057",447670,2,1,"R",654,"R",195,"R",459,"R",1,"R",0,"R",1,"R",21,"R",11,"R",10,"R",8,"R",4,"R",4,"R",18,"R",7,"R",11,"R",1,"R",1,"R",0,"R",438,"R",123,"R",315,"R",3,"R",0,"R",3,"R",164,"R",49,"R",115,"R",0,"R",0,"R",0
"14058",447689,1,999,"R",9998,"R",4511,"R",5487,"R",21,"R",13,"R",8,"R",790,"R",384,"R",406,"R",3108,"R",1210,"R",1898,"R",1028,"R",457,"R",571,"R",30,"R",18,"R",12,"R",4451,"R",2180,"R",2271,"R",320,"R",136,"R",184,"R",178,"R",80,"R",98,"R",72,"R",33,"R",39
"14059",447689,2,1,"R",9998,"R",4511,"R",5487,"R",21,"R",13,"R",8,"R",790,"R",384,"R",406,"R",3108,"R",1210,"R",1898,"R",1028,"R",457,"R",571,"R",30,"R",18,"R",12,"R",4451,"R",2180,"R",2271,"R",320,"R",136,"R",184,"R",178,"R",80,"R",98,"R",72,"R",33,"R",39
"14060",447698,1,999,"R",139,"R",35,"R",104,"R",1,"R",0,"R",1,"R",14,"R",9,"R",5,"R",9,"R",3,"R",6,"R",11,"R",4,"R",7,"R",0,"R",0,"R",0,"R",104,"R",19,"R",85,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"14061",447698,4,3,"R",139,"R",35,"R",104,"R",1,"R",0,"R",1,"R",14,"R",9,"R",5,"R",9,"R",3,"R",6,"R",11,"R",4,"R",7,"R",0,"R",0,"R",0,"R",104,"R",19,"R",85,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"14062",447704,1,999,"R",120,"R",4,"R",116,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",3,"R",61,"R",3,"R",58,"Z",0,"Z",0,"Z",0,"R",51,"Z",0,"R",51,"R",5,"R",1,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"14063",447704,2,1,"R",120,"R",4,"R",116,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",3,"R",61,"R",3,"R",58,"Z",0,"Z",0,"Z",0,"R",51,"Z",0,"R",51,"R",5,"R",1,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"14064",447713,1,999,"R",123,"R",20,"R",103,"R",0,"R",0,"R",0,"R",29,"R",6,"R",23,"R",8,"R",1,"R",7,"R",56,"R",7,"R",49,"R",0,"R",0,"R",0,"R",30,"R",6,"R",24,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"14065",447713,2,1,"R",123,"R",20,"R",103,"R",0,"R",0,"R",0,"R",29,"R",6,"R",23,"R",8,"R",1,"R",7,"R",56,"R",7,"R",49,"R",0,"R",0,"R",0,"R",30,"R",6,"R",24,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"14066",447722,1,999,"R",54,"R",8,"R",46,"Z",0,"Z",0,"Z",0,"R",6,"R",1,"R",5,"R",1,"Z",0,"R",1,"R",42,"R",5,"R",37,"Z",0,"Z",0,"Z",0,"R",5,"R",2,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"14067",447722,2,1,"R",54,"R",8,"R",46,"Z",0,"Z",0,"Z",0,"R",6,"R",1,"R",5,"R",1,"Z",0,"R",1,"R",42,"R",5,"R",37,"Z",0,"Z",0,"Z",0,"R",5,"R",2,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"14068",447731,1,999,"R",301,"R",6,"R",295,"Z",0,"Z",0,"Z",0,"R",96,"Z",0,"R",96,"R",50,"R",1,"R",49,"R",113,"R",5,"R",108,"R",1,"Z",0,"R",1,"R",11,"Z",0,"R",11,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",29,"Z",0,"R",29
"14069",447731,2,1,"R",301,"R",6,"R",295,"Z",0,"Z",0,"Z",0,"R",96,"Z",0,"R",96,"R",50,"R",1,"R",49,"R",113,"R",5,"R",108,"R",1,"Z",0,"R",1,"R",11,"Z",0,"R",11,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",29,"Z",0,"R",29
"14070",447759,1,999,"R",446,"R",104,"R",342,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",3,"R",2,"R",1,"R",429,"R",99,"R",330,"R",0,"R",0,"R",0,"R",4,"R",1,"R",3,"R",0,"R",0,"R",0,"R",4,"R",0,"R",4,"R",5,"R",2,"R",3
