"","UNITID","ARANK","XSATOTLT","SATOTLT","XSATOTLM","SATOTLM","XSATOTLW","SATOTLW","XSA09MCT","SA09MCT","XSA09MCM","SA09MCM","XSA09MCW","SA09MCW","XSA10MCT","SA10MCT","XSA10MCM","SA10MCM","XSA10MCW","SA10MCW","XSA11MCT","SA11MCT","XSA11MCM","SA11MCM","XSA11MCW","SA11MCW","XSA12MCT","SA12MCT","XSA12MCM","SA12MCM","XSA12MCW","SA12MCW","XSAMNTHT","SAMNTHT","XSAMNTHM","SAMNTHM","XSAMNTHW","SAMNTHW","XSAOUTLT","SAOUTLT","XSAOUTLM","SAOUTLM","XSAOUTLW","SAOUTLW","XSAAVMNT","SAAVMNT","XSAAVMNM","SAAVMNM","XSAAVMNW","SAAVMNW"
"6504",177986,2,"R",13,"R",8,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",8,"R",5,"R",156,"R",96,"R",60,"R",1023232,"R",655307,"R",367925,"R",6559,"R",6826,"R",6132
"6505",177986,3,"R",10,"R",7,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",7,"R",3,"R",120,"R",84,"R",36,"R",715694,"R",518899,"R",196795,"R",5964,"R",6177,"R",5467
"6506",177986,4,"R",24,"R",11,"R",13,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",24,"R",11,"R",13,"R",288,"R",132,"R",156,"R",1599401,"R",760106,"R",839295,"R",5553,"R",5758,"R",5380
"6507",177986,7,"R",54,"R",31,"R",23,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",54,"R",31,"R",23,"R",648,"R",372,"R",276,"R",4053868,"R",2452801,"R",1601067,"R",6256,"R",6594,"R",5801
"6508",177995,6,"R",232,"R",109,"R",123,"Z",0,"Z",0,"Z",0,"R",34,"R",21,"R",13,"Z",0,"Z",0,"Z",0,"R",198,"R",88,"R",110,"R",2716,"R",1266,"R",1450,"R",14224554,"R",6748165,"R",7476389,"R",5237,"R",5330,"R",5156
"6509",177995,7,"R",232,"R",109,"R",123,"Z",0,"Z",0,"Z",0,"R",34,"R",21,"R",13,"Z",0,"Z",0,"Z",0,"R",198,"R",88,"R",110,"R",2716,"R",1266,"R",1450,"R",14224554,"R",6748165,"R",7476389,"R",5237,"R",5330,"R",5156
"6510",178059,1,"R",19,"R",7,"R",12,"R",17,"R",6,"R",11,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"R",175,"R",65,"R",110,"R",1637824,"R",620544,"R",1017280,"R",9359,"R",9547,"R",9248
"6511",178059,2,"R",41,"R",23,"R",18,"R",27,"R",17,"R",10,"R",2,"R",1,"R",1,"R",12,"R",5,"R",7,"Z",0,"Z",0,"Z",0,"R",395,"R",218,"R",177,"R",3091817,"R",1668713,"R",1423104,"R",7827,"R",7655,"R",8040
"6512",178059,3,"R",61,"R",12,"R",49,"R",48,"R",10,"R",38,"Z",0,"Z",0,"Z",0,"R",13,"R",2,"R",11,"Z",0,"Z",0,"Z",0,"R",575,"R",112,"R",463,"R",4034692,"R",810089,"R",3224603,"R",7017,"R",7233,"R",6965
"6513",178059,4,"R",6,"R",2,"R",4,"R",6,"R",2,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",54,"R",18,"R",36,"R",281986,"R",90000,"R",191986,"R",5222,"R",5000,"R",5333
"6514",178059,6,"R",1,"Z",0,"R",1,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"Z",0,"R",9,"R",80526,"Z",0,"R",80526,"R",8947,"A",NA,"R",8947
"6515",178059,7,"R",128,"R",44,"R",84,"R",99,"R",35,"R",64,"R",2,"R",1,"R",1,"R",27,"R",8,"R",19,"Z",0,"Z",0,"Z",0,"R",1208,"R",413,"R",795,"R",9126845,"R",3189346,"R",5937499,"R",7555,"R",7722,"R",7469
"6516",178110,4,"R",6,"R",2,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",2,"R",4,"R",72,"R",24,"R",48,"R",198200,"R",69100,"R",129100,"R",2753,"R",2879,"R",2690
"6517",178110,7,"R",6,"R",2,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",2,"R",4,"R",72,"R",24,"R",48,"R",198200,"R",69100,"R",129100,"R",2753,"R",2879,"R",2690
"6518",178183,4,"R",4,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",4,"R",48,"Z",0,"R",48,"R",209888,"Z",0,"R",209888,"R",4373,"A",NA,"R",4373
"6519",178183,7,"R",4,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",4,"R",48,"Z",0,"R",48,"R",209888,"Z",0,"R",209888,"R",4373,"A",NA,"R",4373
"6520",178208,1,"R",11,"R",10,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",10,"R",1,"R",132,"R",120,"R",12,"R",756978,"R",715362,"R",41616,"R",5735,"R",5961,"R",3468
"6521",178208,2,"R",9,"R",8,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",8,"R",1,"R",108,"R",96,"R",12,"R",650088,"R",592968,"R",57120,"R",6019,"R",6177,"R",4760
"6522",178208,3,"R",13,"R",13,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",13,"Z",0,"R",156,"R",156,"Z",0,"R",673647,"R",673647,"Z",0,"R",4318,"R",4318,"A",NA
"6523",178208,7,"R",33,"R",31,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",33,"R",31,"R",2,"R",396,"R",372,"R",24,"R",2080713,"R",1981977,"R",98736,"R",5254,"R",5328,"R",4114
"6524",178217,1,"R",20,"R",9,"R",11,"R",20,"R",9,"R",11,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",180,"R",81,"R",99,"R",1149853,"R",527702,"R",622151,"R",6388,"R",6515,"R",6284
"6525",178217,2,"R",10,"R",7,"R",3,"R",8,"R",6,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",1,"Z",0,"R",1,"R",95,"R",65,"R",30,"R",520134,"R",369254,"R",150880,"R",5475,"R",5681,"R",5029
"6526",178217,3,"R",16,"R",5,"R",11,"R",14,"R",3,"R",11,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",2,"Z",0,"R",150,"R",51,"R",99,"R",787844,"R",265829,"R",522015,"R",5252,"R",5212,"R",5273
"6527",178217,4,"R",25,"R",10,"R",15,"R",10,"R",4,"R",6,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",13,"R",6,"R",7,"R",266,"R",108,"R",158,"R",1184412,"R",482308,"R",702104,"R",4453,"R",4466,"R",4444
"6528",178217,7,"R",71,"R",31,"R",40,"R",52,"R",22,"R",30,"R",2,"Z",0,"R",2,"R",1,"R",1,"Z",0,"R",16,"R",8,"R",8,"R",691,"R",305,"R",386,"R",3642243,"R",1645093,"R",1997150,"R",5271,"R",5394,"R",5174
"6529",178244,1,"R",17,"R",10,"R",7,"R",13,"R",9,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",1,"R",3,"R",165,"R",93,"R",72,"R",1113428,"R",616101,"R",497327,"R",6748,"R",6625,"R",6907
"6530",178244,2,"R",17,"R",8,"R",9,"R",17,"R",8,"R",9,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",153,"R",72,"R",81,"R",941459,"R",442603,"R",498856,"R",6153,"R",6147,"R",6159
"6531",178244,3,"R",29,"R",16,"R",13,"R",24,"R",13,"R",11,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",3,"R",2,"R",276,"R",153,"R",123,"R",1464601,"R",861683,"R",602918,"R",5307,"R",5632,"R",4902
"6532",178244,4,"R",6,"R",1,"R",5,"R",3,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",1,"R",2,"R",63,"R",12,"R",51,"R",223007,"R",30000,"R",193007,"R",3540,"R",2500,"R",3784
"6533",178244,7,"R",69,"R",35,"R",34,"R",57,"R",30,"R",27,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",5,"R",7,"R",657,"R",330,"R",327,"R",3742495,"R",1950387,"R",1792108,"R",5696,"R",5910,"R",5480
"6534",178305,6,"R",14,"R",4,"R",10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",4,"R",10,"R",168,"R",48,"R",120,"R",697500,"R",187500,"R",510000,"R",4152,"R",3906,"R",4250
"6535",178305,7,"R",14,"R",4,"R",10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",4,"R",10,"R",168,"R",48,"R",120,"R",697500,"R",187500,"R",510000,"R",4152,"R",3906,"R",4250
"6536",178341,1,"R",69,"R",45,"R",24,"Z",0,"Z",0,"Z",0,"R",68,"R",45,"R",23,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",692,"R",450,"R",242,"R",5339147,"R",3567639,"R",1771508,"R",7716,"R",7928,"R",7320
"6537",178341,2,"R",44,"R",25,"R",19,"Z",0,"Z",0,"Z",0,"R",39,"R",21,"R",18,"Z",0,"Z",0,"Z",0,"R",5,"R",4,"R",1,"R",450,"R",258,"R",192,"R",2655270,"R",1568641,"R",1086629,"R",5901,"R",6080,"R",5660
"6538",178341,3,"R",75,"R",25,"R",50,"Z",0,"Z",0,"Z",0,"R",73,"R",24,"R",49,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"R",754,"R",252,"R",502,"R",3643806,"R",1210844,"R",2432962,"R",4833,"R",4805,"R",4847
"6539",178341,4,"R",8,"R",6,"R",2,"Z",0,"Z",0,"Z",0,"R",5,"R",4,"R",1,"Z",0,"Z",0,"Z",0,"R",3,"R",2,"R",1,"R",86,"R",64,"R",22,"R",411301,"R",320301,"R",91000,"R",4783,"R",5005,"R",4136
"6540",178341,5,"R",5,"R",1,"R",4,"Z",0,"Z",0,"Z",0,"R",5,"R",1,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",50,"R",10,"R",40,"R",205548,"R",42200,"R",163348,"R",4111,"R",4220,"R",4084
"6541",178341,6,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",12,"Z",0,"R",12,"R",48000,"Z",0,"R",48000,"R",4000,"A",NA,"R",4000
"6542",178341,7,"R",202,"R",102,"R",100,"Z",0,"Z",0,"Z",0,"R",190,"R",95,"R",95,"Z",0,"Z",0,"Z",0,"R",12,"R",7,"R",5,"R",2044,"R",1034,"R",1010,"R",12303072,"R",6709625,"R",5593447,"R",6019,"R",6489,"R",5538
"6543",178369,1,"R",10,"R",6,"R",4,"R",4,"R",2,"R",2,"R",3,"R",2,"R",1,"Z",0,"Z",0,"Z",0,"R",3,"R",2,"R",1,"R",102,"R",62,"R",40,"R",525853,"R",277273,"R",248580,"R",5155,"R",4472,"R",6215
"6544",178369,2,"R",24,"R",14,"R",10,"R",10,"R",5,"R",5,"R",10,"R",7,"R",3,"Z",0,"Z",0,"Z",0,"R",4,"R",2,"R",2,"R",238,"R",139,"R",99,"R",1216906,"R",727905,"R",489001,"R",5113,"R",5237,"R",4939
"6545",178369,3,"R",35,"R",15,"R",20,"R",10,"R",3,"R",7,"R",22,"R",11,"R",11,"Z",0,"Z",0,"Z",0,"R",3,"R",1,"R",2,"R",346,"R",149,"R",197,"R",1485476,"R",658954,"R",826522,"R",4293,"R",4423,"R",4196
"6546",178369,4,"R",19,"R",12,"R",7,"R",1,"Z",0,"R",1,"R",12,"R",6,"R",6,"Z",0,"Z",0,"Z",0,"R",6,"R",6,"Z",0,"R",201,"R",132,"R",69,"R",725768,"R",499218,"R",226550,"R",3611,"R",3782,"R",3283
"6547",178369,5,"R",3,"R",2,"R",1,"R",1,"R",1,"Z",0,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",29,"R",19,"R",10,"R",61800,"R",41200,"R",20600,"R",2131,"R",2168,"R",2060
"6548",178369,7,"R",91,"R",49,"R",42,"R",26,"R",11,"R",15,"R",49,"R",27,"R",22,"Z",0,"Z",0,"Z",0,"R",16,"R",11,"R",5,"R",916,"R",501,"R",415,"R",4015803,"R",2204550,"R",1811253,"R",4384,"R",4400,"R",4364
"6549",178387,1,"R",43,"R",27,"R",16,"R",43,"R",27,"R",16,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",387,"R",243,"R",144,"R",3357153,"R",2089812,"R",1267341,"R",8675,"R",8600,"R",8801
"6550",178387,2,"R",58,"R",33,"R",25,"R",58,"R",33,"R",25,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",522,"R",297,"R",225,"R",3596045,"R",2009663,"R",1586382,"R",6889,"R",6767,"R",7051
"6551",178387,3,"R",83,"R",45,"R",38,"R",83,"R",45,"R",38,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",747,"R",405,"R",342,"R",4532052,"R",2543871,"R",1988181,"R",6067,"R",6281,"R",5813
"6552",178387,4,"R",23,"R",11,"R",12,"R",23,"R",11,"R",12,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",207,"R",99,"R",108,"R",947067,"R",449028,"R",498039,"R",4575,"R",4536,"R",4611
"6553",178387,7,"R",207,"R",116,"R",91,"R",207,"R",116,"R",91,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1863,"R",1044,"R",819,"R",12432317,"R",7092374,"R",5339943,"R",6673,"R",6793,"R",6520
"6554",178396,1,"R",372,"R",267,"R",105,"R",284,"R",201,"R",83,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",88,"R",66,"R",22,"R",3612,"R",2601,"R",1011,"R",48112023,"R",36255454,"R",11856569,"R",13320,"R",13939,"R",11728
"6555",178396,2,"R",416,"R",241,"R",175,"R",297,"R",173,"R",124,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",119,"R",68,"R",51,"R",4101,"R",2373,"R",1728,"R",35740952,"R",21295759,"R",14445193,"R",8715,"R",8974,"R",8359
"6556",178396,3,"R",377,"R",178,"R",199,"R",271,"R",133,"R",138,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",106,"R",45,"R",61,"R",3711,"R",1737,"R",1974,"R",27777003,"R",13872581,"R",13904422,"R",7485,"R",7987,"R",7044
"6557",178396,4,"R",93,"R",24,"R",69,"R",37,"R",15,"R",22,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",56,"R",9,"R",47,"R",1005,"R",243,"R",762,"R",4775508,"R",1166950,"R",3608558,"R",4752,"R",4802,"R",4736
"6558",178396,5,"R",15,"R",2,"R",13,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",2,"R",11,"R",174,"R",24,"R",150,"R",635152,"R",88301,"R",546851,"R",3650,"R",3679,"R",3646
"6559",178396,6,"R",59,"R",38,"R",21,"R",15,"R",10,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",44,"R",28,"R",16,"R",663,"R",426,"R",237,"R",2479795,"R",1669888,"R",809907,"R",3740,"R",3920,"R",3417
"6560",178396,7,"R",1332,"R",750,"R",582,"R",906,"R",532,"R",374,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",426,"R",218,"R",208,"R",13266,"R",7404,"R",5862,"R",119520433,"R",74348933,"R",45171500,"R",9010,"R",10042,"R",7706
"6561",178402,1,"R",173,"R",107,"R",66,"R",134,"R",87,"R",47,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",39,"R",20,"R",19,"R",1674,"R",1023,"R",651,"R",19875461,"R",12837619,"R",7037842,"R",11873,"R",12549,"R",10811
"6562",178402,2,"R",237,"R",133,"R",104,"R",164,"R",100,"R",64,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",73,"R",33,"R",40,"R",2352,"R",1296,"R",1056,"R",19790453,"R",11234061,"R",8556392,"R",8414,"R",8668,"R",8103
"6563",178402,3,"R",184,"R",91,"R",93,"R",104,"R",55,"R",49,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",80,"R",36,"R",44,"R",1896,"R",927,"R",969,"R",14007786,"R",7221168,"R",6786618,"R",7388,"R",7790,"R",7004
"6564",178402,4,"R",30,"R",17,"R",13,"R",24,"R",14,"R",10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",3,"R",3,"R",288,"R",162,"R",126,"R",2011450,"R",1202198,"R",809252,"R",6984,"R",7421,"R",6423
"6565",178402,5,"R",31,"R",10,"R",21,"R",19,"R",7,"R",12,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",3,"R",9,"R",315,"R",99,"R",216,"R",1145668,"R",373645,"R",772023,"R",3637,"R",3774,"R",3574
"6566",178402,6,"R",12,"R",7,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",7,"R",5,"R",144,"R",84,"R",60,"R",526223,"R",307320,"R",218903,"R",3654,"R",3659,"R",3648
"6567",178402,7,"R",667,"R",365,"R",302,"R",445,"R",263,"R",182,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",222,"R",102,"R",120,"R",6669,"R",3591,"R",3078,"R",57357041,"R",33176011,"R",24181030,"R",8601,"R",9239,"R",7856
"6568",178411,1,"R",123,"R",108,"R",15,"R",118,"R",104,"R",14,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",4,"R",1,"R",1122,"R",984,"R",138,"R",15852015,"R",14077491,"R",1774524,"R",14128,"R",14306,"R",12859
"6569",178411,2,"R",123,"R",86,"R",37,"R",121,"R",85,"R",36,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"R",1113,"R",777,"R",336,"R",10499265,"R",7404226,"R",3095039,"R",9433,"R",9529,"R",9211
"6570",178411,3,"R",113,"R",70,"R",43,"R",111,"R",69,"R",42,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"R",1023,"R",633,"R",390,"R",8392515,"R",5435431,"R",2957084,"R",8204,"R",8587,"R",7582
"6571",178411,5,"R",8,"R",6,"R",2,"R",7,"R",5,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",75,"R",57,"R",18,"R",421180,"R",315532,"R",105648,"R",5616,"R",5536,"R",5869
"6572",178411,6,"R",8,"R",8,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",8,"Z",0,"R",96,"R",96,"Z",0,"R",369666,"R",369666,"Z",0,"R",3851,"R",3851,"A",NA
"6573",178411,7,"R",375,"R",278,"R",97,"R",357,"R",263,"R",94,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",15,"R",3,"R",3429,"R",2547,"R",882,"R",35534641,"R",27602346,"R",7932295,"R",10363,"R",10837,"R",8994
"6574",178420,1,"R",137,"R",87,"R",50,"R",98,"R",60,"R",38,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",39,"R",27,"R",12,"R",1350,"R",864,"R",486,"R",14471677,"R",9786541,"R",4685136,"R",10720,"R",11327,"R",9640
"6575",178420,2,"R",167,"R",76,"R",91,"R",133,"R",57,"R",76,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",34,"R",19,"R",15,"R",1605,"R",741,"R",864,"R",12673585,"R",6169892,"R",6503693,"R",7896,"R",8326,"R",7527
"6576",178420,3,"R",126,"R",47,"R",79,"R",110,"R",43,"R",67,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",4,"R",12,"R",1182,"R",435,"R",747,"R",8126176,"R",3003756,"R",5122420,"R",6875,"R",6905,"R",6857
"6577",178420,4,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",12,"R",12,"Z",0,"R",34939,"R",34939,"Z",0,"R",2912,"R",2912,"A",NA
"6578",178420,5,"R",11,"R",5,"R",6,"R",9,"R",4,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"R",105,"R",48,"R",57,"R",610402,"R",223360,"R",387042,"R",5813,"R",4653,"R",6790
"6579",178420,6,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"R",24,"R",12,"R",12,"R",69727,"R",39727,"R",30000,"R",2905,"R",3311,"R",2500
"6580",178420,7,"R",444,"R",217,"R",227,"R",350,"R",164,"R",186,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",94,"R",53,"R",41,"R",4278,"R",2112,"R",2166,"R",35986506,"R",19258215,"R",16728291,"R",8412,"R",9118,"R",7723
"6581",178448,1,"R",9,"R",5,"R",4,"R",9,"R",5,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",81,"R",45,"R",36,"R",487600,"R",270800,"R",216800,"R",6020,"R",6018,"R",6022
"6582",178448,2,"R",22,"R",7,"R",15,"R",20,"R",7,"R",13,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"R",204,"R",63,"R",141,"R",1101840,"R",351700,"R",750140,"R",5401,"R",5583,"R",5320
"6583",178448,3,"R",14,"R",3,"R",11,"R",12,"R",3,"R",9,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"R",132,"R",27,"R",105,"R",658593,"R",123300,"R",535293,"R",4989,"R",4567,"R",5098
"6584",178448,4,"R",32,"R",11,"R",21,"R",22,"R",8,"R",14,"R",3,"R",1,"R",2,"R",2,"R",1,"R",1,"R",5,"R",1,"R",4,"R",310,"R",105,"R",205,"R",1486557,"R",505486,"R",981071,"R",4795,"R",4814,"R",4786
"6585",178448,7,"R",77,"R",26,"R",51,"R",63,"R",23,"R",40,"R",3,"R",1,"R",2,"R",2,"R",1,"R",1,"R",9,"R",1,"R",8,"R",727,"R",240,"R",487,"R",3734590,"R",1251286,"R",2483304,"R",5137,"R",5214,"R",5099
"6586",178518,1,"R",8,"R",7,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",7,"R",1,"R",96,"R",84,"R",12,"R",566168,"R",494626,"R",71542,"R",5898,"R",5888,"R",5962
"6587",178518,2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",12,"R",12,"Z",0,"R",66072,"R",66072,"Z",0,"R",5506,"R",5506,"A",NA
"6588",178518,7,"R",9,"R",8,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",8,"R",1,"R",108,"R",96,"R",12,"R",632240,"R",560698,"R",71542,"R",5854,"R",5841,"R",5962
"6589",178615,1,"R",167,"R",112,"R",55,"R",166,"R",112,"R",54,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",1506,"R",1008,"R",498,"R",12287640,"R",8296360,"R",3991280,"R",8159,"R",8231,"R",8015
"6590",178615,2,"R",39,"R",24,"R",15,"R",39,"R",24,"R",15,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",351,"R",216,"R",135,"R",2363993,"R",1457369,"R",906624,"R",6735,"R",6747,"R",6716
"6591",178615,3,"R",94,"R",52,"R",42,"R",93,"R",52,"R",41,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",849,"R",468,"R",381,"R",4984938,"R",2801126,"R",2183812,"R",5872,"R",5985,"R",5732
"6592",178615,4,"R",33,"R",11,"R",22,"R",27,"R",7,"R",20,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",4,"R",2,"R",315,"R",111,"R",204,"R",1432056,"R",441760,"R",990296,"R",4546,"R",3980,"R",4854
"6593",178615,7,"R",333,"R",199,"R",134,"R",325,"R",195,"R",130,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",4,"R",4,"R",3021,"R",1803,"R",1218,"R",21068627,"R",12996615,"R",8072012,"R",6974,"R",7208,"R",6627
"6594",178624,1,"R",36,"R",28,"R",8,"R",36,"R",28,"R",8,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",324,"R",252,"R",72,"R",2796790,"R",2181570,"R",615220,"R",8632,"R",8657,"R",8545
"6595",178624,2,"R",53,"R",35,"R",18,"R",53,"R",35,"R",18,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",477,"R",315,"R",162,"R",3418220,"R",2290451,"R",1127769,"R",7166,"R",7271,"R",6962
"6596",178624,3,"R",89,"R",48,"R",41,"R",89,"R",48,"R",41,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",801,"R",432,"R",369,"R",5283052,"R",2913134,"R",2369918,"R",6596,"R",6743,"R",6423
"6597",178624,4,"R",59,"R",25,"R",34,"R",58,"R",24,"R",34,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",534,"R",228,"R",306,"R",2804249,"R",1196511,"R",1607738,"R",5251,"R",5248,"R",5254
